TextContent,TextType,url,Creator,CreatedAt,IssueID,RelatedPrID,IssueCategory,IsMPLF,CleanedTextContent,SentimentScore
"Oh, the PR fixing this hasn't been yet merged (due to my commit causing a merge conflict, sorry about that)",IssueComment,https://github.com/tensorflow/tensorflow/issues/28508#issuecomment-491349449,mihaimaruseac,2019-05-10 16:27:37,28508,[28510],Code bug,0,"Oh, the PR fixing this hasn't been yet merged (due to my commit causing a merge conflict, sorry about that)",-1
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=28508"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=28508"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/28508#issuecomment-491899426,tensorflow-bot[bot],2019-05-13 16:45:39,28508,[28510],Code bug,0,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
"An easy fix is to skip building `hwloc`. With https://github.com/tensorflow/tensorflow/pull/25471 and some minor additional changes (https://github.com/freedomtan/tensorflow/commit/ffd86f605bfdbe6f209c1fa707089d6010f0b719), I can build tensorflow master on FreeBSD.",IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-487239876,freedomtan,2019-04-27 00:42:57,28113,[28689],Build bug,0,An easy fix is to skip building [code]. With [url] and some minor additional changes ([url] I can build tensorflow master on FreeBSD.,3
Ping @gunan; this might not on your radar but in case we have contributors you could offer some advice.,IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-487250074,byronyi,2019-04-27 03:14:50,28113,[28689],Build bug,0,Ping @gunan; this might not on your radar but in case we have contributors you could offer some advice.,1
"I managed to build TF 2.0.0-alpha with hwloc enabled, however I had to apply a [handful of hacks](http://arrowd.name/tf.patch). All of them a pretty simple, it would be great if someone push them upstream.",IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-487272966,arrowd,2019-04-27 10:05:30,28113,[28689],Build bug,0,"I managed to build TF 2.0.0-alpha with hwloc enabled, however I had to apply a [handful of hacks]([url] All of them a pretty simple, it would be great if someone push them upstream.",2
"@arrowd clean up your patches and send pull request then. But I think some of the hacks are in #25471, so you may wanna check it first.",IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-487329470,freedomtan,2019-04-28 00:18:07,28113,[28689],Build bug,0,"@arrowd clean up your patches and send pull request then. But I think some of the hacks are in #25471, so you may wanna check it first.",0
@arrowd : Did you get the chance to look into @freedomtan's suggestion ? Is this still an issue. Please let us know. Thanks!,IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-488562910,achandraa,2019-05-02 06:12:15,28113,[28689],Build bug,0,@arrowd : Did you get the chance to look into @freedomtan's suggestion ? Is this still an issue. Please let us know. Thanks!,1
@freedomtan 's branch contains namy changes that I also have. I'll merge them with my patches and create a new pull request.,IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-489719204,arrowd,2019-05-06 18:11:23,28113,[28689],Build bug,0,@freedomtan 's branch contains namy changes that I also have. I'll merge them with my patches and create a new pull request.,1
That's great. Shall be looking forward to it. Thanks!,IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-489909627,achandraa,2019-05-07 05:05:03,28113,[28689],Build bug,0,That's great. Shall be looking forward to it. Thanks!,5
I got blocked by TF not supporting Bazel 0.25. Is there plans to allow building using new Bazel version?,IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-489959478,arrowd,2019-05-07 07:02:47,28113,[28689],Build bug,0,I got blocked by TF not supporting Bazel 0.25. Is there plans to allow building using new Bazel version?,-2
"It is funny that I get both these errors:

>You have bazel 0.23.0 installed.
>Please upgrade your bazel installation to version 0.24.1 or higher to build TensorFlow!

>You have bazel 0.25.0 installed.
>Please downgrade your bazel installation to version 0.24.1 or lower to build TensorFlow!",IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-489959853,arrowd,2019-05-07 07:04:13,28113,[28689],Build bug,0,It is funny that I get both these errors: >You have bazel 0.23.0 installed. >Please upgrade your bazel installation to version 0.24.1 or higher to build TensorFlow! >You have bazel 0.25.0 installed. >Please downgrade your bazel installation to version 0.24.1 or lower to build TensorFlow!,-2
"I need some help with Bazel. How do I implement following changes without braking Linux case?

```
--- third_party/hwloc/BUILD.bazel.orig	2019-04-25 07:56:49 UTC
+++ third_party/hwloc/BUILD.bazel
@@ -36,7 +36,6 @@ template_rule(
         ""#undef HWLOC_VERSION_RELEASE"": ""#define HWLOC_VERSION_RELEASE 3"",
         ""#undef HWLOC_VERSION_GREEK"": ""#define HWLOC_VERSION_GREEK \""\"""",
         ""#undef HWLOC_VERSION"": ""#define HWLOC_VERSION \""2.0.3\"""",
-        ""#undef HWLOC_LINUX_SYS"": ""#define HWLOC_LINUX_SYS 1"",
         ""#undef hwloc_pid_t"": ""#define hwloc_pid_t pid_t"",
         ""#undef hwloc_thread_t"": ""#define hwloc_thread_t pthread_t"",
         ""#  undef HWLOC_HAVE_STDINT_H"": ""#  define HWLOC_HAVE_STDINT_H 1 "",
@@ -86,7 +85,6 @@ _INCLUDE_PRIVATE_HWLOC_AUTOIGEN_CONFIG_H_COMMON_SUBS =
     ""#undef HAVE_NL_LANGINFO"": ""#define HAVE_NL_LANGINFO 1"",
     ""#undef HAVE_OPENAT"": ""#define HAVE_OPENAT 1"",
     ""#undef HAVE_POSIX_MEMALIGN"": ""#define HAVE_POSIX_MEMALIGN 1"",
-    ""#undef HAVE_PROGRAM_INVOCATION_NAME"": ""#define HAVE_PROGRAM_INVOCATION_NAME 1"",
     ""#undef HAVE_PTHREAD_T"": ""#define HAVE_PTHREAD_T 1"",
     ""#undef HAVE_PUTWC"": ""#define HAVE_PUTWC 1"",
     ""#undef HAVE_SETLOCALE"": ""#define HAVE_SETLOCALE 1"",
@@ -149,7 +147,6 @@ _INCLUDE_PRIVATE_HWLOC_AUTOIGEN_CONFIG_H_COMMON_SUBS =
     ""#undef HWLOC_HAVE_SYSCALL"": ""#define HWLOC_HAVE_SYSCALL 1"",
     ""#undef HWLOC_HAVE_X11_KEYSYM"": ""#define HWLOC_HAVE_X11_KEYSYM 1"",
     ""#undef HWLOC_HAVE_X86_CPUID"": ""#define HWLOC_HAVE_X86_CPUID 1"",
-    ""#undef HWLOC_LINUX_SYS"": ""#define HWLOC_LINUX_SYS 1"",
     ""#undef HWLOC_SIZEOF_UNSIGNED_INT"": ""#define HWLOC_SIZEOF_UNSIGNED_INT 4"",
     ""#undef HWLOC_SIZEOF_UNSIGNED_LONG"": ""#define HWLOC_SIZEOF_UNSIGNED_LONG 8"",
     ""#undef HWLOC_SYM_PREFIX"": ""#define HWLOC_SYM_PREFIX hwloc_"",
@@ -224,13 +221,12 @@ cc_library(
         ""hwloc/static-components.h"",
         ""hwloc/topology.c"",
         ""hwloc/topology-hardwired.c"",
-        ""hwloc/topology-linux.c"",
+        ""hwloc/topology-freebsd.c"",
         ""hwloc/topology-noos.c"",
         ""hwloc/topology-synthetic.c"",
         ""hwloc/topology-xml.c"",
         ""hwloc/topology-xml-nolibxml.c"",
         ""hwloc/traversal.c"",
-        ""include/hwloc/linux.h"",
         ""include/hwloc/plugins.h"",
         ""include/hwloc/shmem.h"",
         ""include/private/autogen/config.h"",
```",IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-490056667,arrowd,2019-05-07 12:22:27,28113,[28689],Build bug,0,I need some help with Bazel. How do I implement following changes without braking Linux case? ``[code]``,0
@arrowd : Can we open a new issue (bug/feature) if it is not related to the issue at hand. We would be happy to help on that and also it would be very easy for us to track. Meanwhile can we close this since it is resolved. Let us know. Thanks!   ,IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-490806336,achandraa,2019-05-09 08:20:46,28113,[28689],Build bug,0,@arrowd : Can we open a new issue (bug/feature) if it is not related to the issue at hand. We would be happy to help on that and also it would be very easy for us to track. Meanwhile can we close this since it is resolved. Let us know. Thanks!,3
"@arrowd if you haven't figured out how to do it yet, check bazel's [select](https://docs.bazel.build/versions/master/be/functions.html#select). See TensorFlow's [BUILD.bazel](https://github.com/tensorflow/tensorflow/blob/master/third_party/aws/BUILD.bazel) of AWS SDK for example usage of `select`.",IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-491556528,freedomtan,2019-05-12 01:22:33,28113,[28689],Build bug,0,"@arrowd if you haven't figured out how to do it yet, check bazel's [select]([url]#select). See TensorFlow's [BUILD.bazel]([url] of AWS SDK for example usage of [code].",0
@arrowd :  Let us know if that helps. Thanks!,IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-491686517,achandraa,2019-05-13 06:00:30,28113,[28689],Build bug,0,@arrowd : Let us know if that helps. Thanks!,3
This is mostly fixed by https://github.com/tensorflow/tensorflow/pull/28689,IssueComment,https://github.com/tensorflow/tensorflow/issues/28113#issuecomment-496207650,arrowd,2019-05-27 13:09:48,28113,[28689],Build bug,0,This is mostly fixed by [url],2
@BryanCutler Please provide simple reproducible code to investigate further.,IssueComment,https://github.com/tensorflow/tensorflow/issues/28775#issuecomment-493338235,muddham,2019-05-17 06:33:22,28775,[28776],Data bug,1,@BryanCutler Please provide simple reproducible code to investigate further.,0
"@muddham the additions to the test in #28776 reproduce the issue, but also here is a simple script

```python
c = tf.constant(0, shape=[4, 1, 2], dtype=tf.dtypes.uint32)
ds = tf.data.Dataset.from_tensor_slices(c)
it = ds.make_one_shot_iterator()
n = it.get_next()
with tf.Session() as sess:
    print(sess.run(n))
```

produces error:
```
UnimplementedError (see above for traceback): CopySliceToElement Unhandled data type: 22
	 [[node IteratorGetNext (defined at <ipython-input-9-74466e672a7d>:1) ]]
```",IssueComment,https://github.com/tensorflow/tensorflow/issues/28775#issuecomment-493540753,BryanCutler,2019-05-17 17:48:23,28775,[28776],Data bug,1,"@muddham the additions to the test in #28776 reproduce the issue, but also here is a simple script ``[code]`[code]`[code]``",0
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=28775"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=28775"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/28775#issuecomment-495760824,tensorflow-bot[bot],2019-05-24 19:19:59,28775,[28776],Data bug,1,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
I was able to reproduce the issue on Colab with TensorFlow version 1.13.,IssueComment,https://github.com/tensorflow/tensorflow/issues/28959#issuecomment-495547392,achandraa,2019-05-24 09:45:18,28959,[29106],Code bug,0,I was able to reproduce the issue on Colab with TensorFlow version 1.13.,0
@jvishnuvardhan I had already opened a PR to resolve the issue :sweat_smile: ,IssueComment,https://github.com/tensorflow/tensorflow/issues/29105#issuecomment-497184374,bharatr21,2019-05-30 03:03:50,29105,[29118],Documentation bug,0,@jvishnuvardhan I had already opened a PR to resolve the issue :sweat_smile:,2
"Could you please give some more information or fill the issue template? 
Where does this link exist in the docs? (i.e. Where did you click it and realised it's broken?)",IssueComment,https://github.com/tensorflow/tensorflow/issues/29591#issuecomment-500469981,anestisdotpy,2019-06-10 15:52:45,29591,[29657],Visualization bug,0,Could you please give some more information or fill the issue template? Where does this link exist in the docs? (i.e. Where did you click it and realised it's broken?),0
"Hi dear Anestis, Yes. I was just browsing TensorFlow docs on the link below:
https://www.tensorflow.org/lite/models/pose_estimation/overview

But there is a broken link in the middle of the page
https://www.tensorflow.org/images/models/pose_estimation.gif

On Mon, Jun 10, 2019 at 8:29 PM Anestis Sakerlis <notifications@github.com>
wrote:

> Could you please give some more information?
> Where does this link exist in the docs? (i.e. Where did you click it and
> realised it's broken?)
>
> —
> You are receiving this because you authored the thread.
> Reply to this email directly, view it on GitHub
> <https://github.com/tensorflow/tensorflow/issues/29591?email_source=notifications&email_token=ADRWKGLZV7W745LLD4S2BNDPZZ27NA5CNFSM4HWR4D6KYY3PNVWWK3TUL52HS4DFVREXG43VMVBW63LNMVXHJKTDN5WW2ZLOORPWSZGODXKJBXI#issuecomment-500469981>,
> or mute the thread
> <https://github.com/notifications/unsubscribe-auth/ADRWKGNHNRJX7PUL4ULRICLPZZ27NANCNFSM4HWR4D6A>
> .
>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/29591#issuecomment-500675751,AliShokri,2019-06-11 03:46:44,29591,[29657],Visualization bug,0,"Hi dear Anestis, Yes. I was just browsing TensorFlow docs on the link below: [url] But there is a broken link in the middle of the page [url] On Mon, Jun 10, 2019 at 8:29 PM Anestis Sakerlis <[email]> wrote: > Could you please give some more information? > Where does this link exist in the docs? (i.e. Where did you click it and > realised it's broken?) > > — > You are receiving this because you authored the thread. > Reply to this email directly, view it on GitHub > <[url]#issuecomment-500469981>, > or mute the thread > <[url] > . >",0
"I believe it is supposed to point in this [link](https://raw.githubusercontent.com/irealva/tfjs-models/master/posenet/demos/camera.gif) and this [docs file](https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/g3doc/models/pose_estimation/overview.md) should be changed. We should wait for a tensorflower before opening a PR. 
Would you like to submit it if that's the case?",IssueComment,https://github.com/tensorflow/tensorflow/issues/29591#issuecomment-500744313,anestisdotpy,2019-06-11 08:36:19,29591,[29657],Visualization bug,0,I believe it is supposed to point in this [link]([url] and this [docs file]([url] should be changed. We should wait for a tensorflower before opening a PR. Would you like to submit it if that's the case?,0
"Thanks for the report!
That link should point here: https://www.tensorflow.org/images/lite/models/pose_estimation.gif
Would someone be able to make a PR?",IssueComment,https://github.com/tensorflow/tensorflow/issues/29591#issuecomment-500950380,lamberta,2019-06-11 17:44:45,29591,[29657],Visualization bug,0,Thanks for the report! That link should point here: [url] Would someone be able to make a PR?,2
@gpapan wdyt?,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-316813471,drpngx,2017-07-20 19:59:38,11651,[29815],Algorithm design bug,0,@gpapan wdyt?,0
"Hi, 
I am also having the same issue with the requirement of static shape of the input.  ",IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-318979611,sharmaannapurna,2017-07-31 06:26:44,11651,[29815],Algorithm design bug,0,"Hi, I am also having the same issue with the requirement of static shape of the input.",-1
"+1
Can confirm this for TF v1.2.1.",IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-319827912,msmsajjadi,2017-08-02 23:39:34,11651,[29815],Algorithm design bug,0,+1 Can confirm this for TF v1.2.1.,0
"Good to hear!

For what it's worth in the meantime, to anyone else with this problem, I solved my requirement by replacing `extract_image_patches` with a carefully constructed sparse convolution (which i would speculate is what  `extract_image_patches` does under the hood in any case). You can see my fix via my repo link in the original post.",IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-320276678,PaddyT,2017-08-04 15:20:57,11651,[29815],Algorithm design bug,0,"Good to hear! For what it's worth in the meantime, to anyone else with this problem, I solved my requirement by replacing [code] with a carefully constructed sparse convolution (which i would speculate is what [code] does under the hood in any case). You can see my fix via my repo link in the original post.",3
It has been 14 days with no activity and this issue has an assignee.Please update the label and/or status accordingly.,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-354952101,tensorflowbutler,2018-01-03 07:41:55,11651,[29815],Algorithm design bug,0,It has been 14 days with no activity and this issue has an assignee.Please update the label and/or status accordingly.,0
Is that bug still in the latest version?,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-355126580,drpngx,2018-01-03 21:03:49,11651,[29815],Algorithm design bug,0,Is that bug still in the latest version?,0
Nagging Awaiting Response: It has been 14 days with no activityand the `awaiting response` label was assigned. Is this still an issue?,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-360255107,tensorflowbutler,2018-01-24 19:58:51,11651,[29815],Algorithm design bug,0,Nagging Awaiting Response: It has been 14 days with no activityand the [code] label was assigned. Is this still an issue?,-2
"Automatically closing due to lack of recent activity. Please update the issue when new information becomes available, and we will reopen the issue. Thanks!",IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-360311591,drpngx,2018-01-24 23:39:23,11651,[29815],Algorithm design bug,0,"Automatically closing due to lack of recent activity. Please update the issue when new information becomes available, and we will reopen the issue. Thanks!",0
"I can confirm this still occurs in tensorflow 1.4.1, for example if I run:

```
input_image = tf.placeholder(tf.float32, (5, None, None, 5), ""tmp"")
extracted = tf.extract_image_patches(images=input_image,
                                         ksizes=[1, 2, 2, 1],
                                         strides=[1, 1, 1, 1],
                                         rates=[1, 1, 1, 1], padding='VALID')
grad = tf.gradients(tf.reduce_sum(extracted), input_image)
sess = tf.Session()
sess.run(grad, {input_image: np.random.normal(size=(5, 2, 2, 5))})
```

 I would still find it useful if this feature was added.",IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-360394207,chrisc36,2018-01-25 08:22:12,11651,[29815],Algorithm design bug,0,"I can confirm this still occurs in tensorflow 1.4.1, for example if I run: ``[code]`` I would still find it useful if this feature was added.",0
Nagging Awaiting Response: It has been 14 days with no activityand the `awaiting response` label was assigned. Is this still an issue?,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-364531677,tensorflowbutler,2018-02-09 19:14:50,11651,[29815],Algorithm design bug,0,Nagging Awaiting Response: It has been 14 days with no activityand the [code] label was assigned. Is this still an issue?,-2
Nagging Awaiting Response: It has been 14 days with no activityand the `awaiting response` label was assigned. Is this still an issue?,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-370128593,tensorflowbutler,2018-03-03 07:59:16,11651,[29815],Algorithm design bug,0,Nagging Awaiting Response: It has been 14 days with no activityand the [code] label was assigned. Is this still an issue?,-2
Nagging Awaiting Response: It has been 14 days with no activityand the `awaiting response` label was assigned. Is this still an issue?,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-373926436,tensorflowbutler,2018-03-17 14:59:49,11651,[29815],Algorithm design bug,0,Nagging Awaiting Response: It has been 14 days with no activityand the [code] label was assigned. Is this still an issue?,-2
It has been 14 days with no activity and the `awaiting response` label was assigned. Is this still an issue?,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-377783657,tensorflowbutler,2018-04-01 12:32:22,11651,[29815],Algorithm design bug,0,It has been 14 days with no activity and the [code] label was assigned. Is this still an issue?,0
It has been 14 days with no activity and the `awaiting response` label was assigned. Is this still an issue?,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-381979114,tensorflowbutler,2018-04-17 12:45:30,11651,[29815],Algorithm design bug,0,It has been 14 days with no activity and the [code] label was assigned. Is this still an issue?,0
It has been 29 days with no activity and the `awaiting response` label was assigned. Is this still an issue?,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-386081053,tensorflowbutler,2018-05-02 18:46:28,11651,[29815],Algorithm design bug,0,It has been 29 days with no activity and the [code] label was assigned. Is this still an issue?,0
Could I try to fix that issue?,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-421130306,m2kz,2018-09-13 19:47:55,11651,[29815],Algorithm design bug,0,Could I try to fix that issue?,2
Problem still occurs with Tensorflow 2.0,IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-496606572,lioutasb,2019-05-28 17:12:49,11651,[29815],Algorithm design bug,0,Problem still occurs with Tensorflow 2.0,-2
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=11651"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=11651"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/11651#issuecomment-504152786,tensorflow-bot[bot],2019-06-20 19:29:04,11651,[29815],Algorithm design bug,0,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
Added a PR #29938 for the fix.,IssueComment,https://github.com/tensorflow/tensorflow/issues/29897#issuecomment-503368132,yongtang,2019-06-19 01:16:48,29897,[29938],Documentation bug,0,Added a PR #29938 for the fix.,3
Added a PR #29985 for the fix.,IssueComment,https://github.com/tensorflow/tensorflow/issues/29276#issuecomment-503803532,yongtang,2019-06-20 01:21:28,29276,[29985],Documentation bug,0,Added a PR #29985 for the fix.,0
@zendevil Looks like above code snippet is incomplete to reproduce the issue. Please provide the full code snippet to reproduce. Thanks!,IssueComment,https://github.com/tensorflow/tensorflow/issues/29863#issuecomment-503014283,gadagashwini-zz,2019-06-18 08:59:11,29863,[29986],Data bug,1,@zendevil Looks like above code snippet is incomplete to reproduce the issue. Please provide the full code snippet to reproduce. Thanks!,1
